,alcohol,fixedacidity,pH,volatileacidity,freesulfurdioxide,totalsulfurdioxide,residualsugar,type,cat
202,9.6,6.9,3.2,0.54,53.0,236.0,13.2,0,1
203,12.0,6.8,3.33,0.26,39.0,134.0,13.9,0,1
204,10.2,5.8,3.28,0.28,36.0,114.0,2.3,0,0
205,8.8,6.4,3.15,0.21,45.0,153.0,11.6,0,1
206,9.2,7.0,3.21,0.16,38.0,126.0,8.3,0,1
207,9.9,10.2,2.99,0.44,20.0,124.0,6.2,0,0
208,10.2,6.8,3.32,0.57,15.0,77.0,2.2,0,1
209,9.5,6.1,3.22,0.4,23.0,170.0,0.9,0,1
210,10.5,5.6,3.31,0.245,12.0,68.0,9.7,0,1
211,11.2,6.8,3.32,0.18,35.0,111.0,1.4,0,2
212,9.2,7.0,3.21,0.16,38.0,126.0,8.3,0,1
213,9.7,6.7,3.44,0.13,31.0,122.0,5.3,0,1
214,11.1,6.2,3.3,0.25,35.0,105.0,1.4,0,2
215,9.4,5.8,3.31,0.26,55.0,152.0,9.2,0,1
216,11.0,7.5,3.03,0.27,45.0,164.0,7.0,0,1
217,9.4,5.8,3.31,0.26,55.0,152.0,9.2,0,1
218,9.4,5.7,3.31,0.28,60.0,167.0,17.5,0,1
219,11.0,7.5,3.04,0.23,43.0,161.0,7.0,0,1
220,11.0,7.5,3.03,0.27,45.0,164.0,7.0,0,1
221,9.1,7.2,3.0,0.685,33.0,172.0,9.5,0,1
222,11.1,6.2,3.3,0.25,35.0,105.0,1.4,0,2
223,9.1,6.5,3.42,0.19,33.0,144.0,0.8,0,1
224,10.4,6.3,3.39,0.495,31.0,140.0,1.8,0,1
225,8.7,7.1,3.32,0.24,39.0,145.0,17.8,0,1
226,9.7,6.4,3.5,0.17,41.0,200.0,2.4,0,1
227,9.1,7.1,3.17,0.25,66.0,272.0,10.3,0,1
228,9.7,6.4,3.5,0.17,41.0,200.0,2.4,0,1
229,8.7,7.1,3.32,0.24,39.0,145.0,17.8,0,1
230,8.9,6.8,3.37,0.64,26.0,142.0,9.7,0,0
231,9.6,8.3,3.34,0.28,38.0,194.0,7.8,0,1
232,9.5,8.2,3.31,0.27,49.0,208.0,7.8,0,1
233,9.0,7.2,3.09,0.23,55.0,194.0,14.3,0,1
234,9.0,7.2,3.09,0.23,55.0,194.0,14.3,0,1
235,9.0,7.2,3.09,0.23,55.0,194.0,14.3,0,1
236,9.0,7.2,3.09,0.23,55.0,194.0,14.3,0,1
237,9.6,6.8,3.27,0.52,54.0,221.0,13.2,0,1
238,11.1,7.0,3.34,0.26,40.0,120.0,1.4,0,2
239,9.6,6.2,3.48,0.25,28.0,159.0,15.55,0,1
240,8.7,7.3,3.2,0.32,49.0,197.0,13.7,0,1
241,10.4,7.7,3.13,0.31,23.0,90.0,7.8,0,1
242,11.4,7.1,3.15,0.21,23.0,100.0,2.4,0,2
243,9.7,6.8,3.3,0.24,64.5,218.5,2.7,0,1
244,8.7,6.9,3.14,0.4,40.0,142.0,11.2,0,1
245,11.3,6.1,3.37,0.18,20.0,249.5,2.0,0,1
246,12.6,6.8,3.16,0.21,26.0,139.0,2.1,0,2
247,10.9,5.8,3.25,0.2,12.0,77.0,1.4,0,2
248,10.9,5.6,3.25,0.19,12.0,76.0,1.4,0,2
249,10.0,6.1,3.38,0.41,18.0,119.0,10.4,0,1
250,10.0,5.9,3.72,0.21,40.0,199.0,4.6,0,0
251,9.8,8.5,3.02,0.26,41.0,197.0,16.2,0,0
252,8.7,6.9,3.14,0.4,40.0,142.0,11.2,0,1
253,11.7,5.8,3.53,0.24,5.0,109.0,3.5,0,0
254,9.3,5.8,3.21,0.24,37.0,158.0,1.5,0,1
255,9.6,6.7,3.32,0.26,45.0,147.0,1.1,0,2
256,11.0,6.3,3.27,0.35,8.0,97.0,5.7,0,2
257,11.0,6.3,3.27,0.35,8.0,97.0,5.7,0,2
258,11.8,6.4,3.32,0.23,23.0,118.0,1.8,0,1
259,11.4,5.8,3.28,0.36,3.0,75.0,0.9,0,0
260,10.2,6.9,3.32,0.115,36.0,108.0,5.4,0,1
261,8.9,6.9,2.93,0.29,36.0,156.0,19.45,0,1
262,10.2,6.9,3.17,0.28,15.0,95.0,8.2,0,1
263,9.6,7.2,3.08,0.29,66.0,231.0,13.6,0,1
264,10.6,6.2,3.1,0.24,22.0,167.0,1.2,0,1
265,8.9,6.9,2.93,0.29,36.0,156.0,19.45,0,1
266,9.2,6.9,3.25,0.32,32.0,180.0,8.3,0,1
267,9.7,5.3,3.34,0.58,34.0,149.0,6.9,0,1
268,9.7,5.3,3.34,0.585,34.0,145.0,7.1,0,1
269,9.7,5.4,3.34,0.59,36.0,147.0,7.0,0,1
270,9.2,6.9,3.25,0.32,32.0,180.0,8.3,0,1
271,9.7,5.2,3.33,0.6,33.0,147.0,7.0,0,1
272,9.3,5.8,3.29,0.25,44.0,148.0,13.1,0,1
273,9.0,6.6,3.24,0.58,30.0,123.0,5.1,0,1
274,9.5,7.0,3.05,0.29,59.0,234.0,10.7,0,1
275,9.8,6.6,3.14,0.19,51.0,169.0,8.9,0,1
276,9.8,6.7,3.14,0.2,50.0,166.0,9.1,0,1
277,10.6,7.7,2.89,0.26,9.0,60.0,1.1,0,1
278,10.6,6.8,3.05,0.32,14.0,67.0,1.2,0,0
279,12.4,7.0,3.26,0.3,17.0,105.0,4.7,0,2
280,12.6,7.0,3.19,0.24,22.0,112.0,2.8,0,2
281,12.3,6.1,3.3,0.31,36.0,114.0,5.0,0,2
282,10.5,6.8,3.08,0.44,46.0,201.0,5.1,0,0
283,9.3,6.7,3.19,0.34,51.0,196.0,15.6,0,1
284,8.8,7.1,3.12,0.35,46.0,198.0,15.4,0,1
285,8.8,7.3,3.08,0.32,47.0,180.0,7.2,0,1
286,9.7,6.5,3.22,0.28,51.0,190.0,15.7,0,1
287,9.0,7.2,2.98,0.23,49.0,192.0,14.2,0,2
288,9.0,7.2,2.98,0.23,49.0,192.0,14.2,0,2
289,9.0,7.2,2.98,0.23,49.0,192.0,14.2,0,2
290,9.0,7.2,2.98,0.23,49.0,192.0,14.2,0,2
291,10.5,5.9,3.52,0.15,53.0,155.0,5.8,0,1
292,9.1,7.4,2.96,0.28,53.0,195.0,19.8,0,1
293,9.8,6.2,3.44,0.28,26.0,157.0,7.3,0,2
294,8.5,9.1,3.23,0.59,34.0,182.0,1.6,0,0
295,9.4,6.3,3.37,0.33,34.0,175.0,1.2,0,1
296,9.4,8.3,3.09,0.39,33.0,169.0,10.6,0,1
297,11.2,7.2,3.19,0.19,82.0,187.0,3.8,0,2
298,10.0,7.5,3.17,0.17,65.0,146.0,11.3,0,1
299,10.3,6.7,3.15,0.17,27.0,122.0,2.1,0,1
300,10.8,6.1,3.27,0.41,36.0,87.0,1.6,0,1
301,10.5,8.3,3.13,0.2,12.0,74.0,0.9,0,1
302,10.8,6.1,3.27,0.41,36.0,87.0,1.6,0,1
303,11.1,6.0,3.32,0.29,42.0,168.0,1.3,0,1
304,9.9,7.3,3.2,0.41,41.0,163.0,6.8,0,1
305,9.9,7.3,3.2,0.41,41.0,163.0,6.8,0,1
306,9.9,7.2,3.2,0.43,40.0,163.0,6.7,0,1
307,9.9,7.3,3.2,0.4,41.0,166.0,6.7,0,1
308,10.4,6.2,3.2,0.33,30.0,134.0,4.9,0,2
309,10.4,6.2,3.21,0.31,36.0,148.0,4.8,0,1
310,11.5,6.1,3.4,0.36,16.0,100.0,2.1,0,2
311,12.5,5.0,3.53,0.55,35.0,164.0,8.3,0,2
312,10.0,7.8,3.36,0.25,37.0,149.0,3.7,0,1
313,10.0,5.7,3.29,0.36,51.0,166.0,6.7,0,1
314,10.0,5.8,3.29,0.34,50.0,167.0,6.6,0,1
315,9.1,6.8,3.09,0.28,42.0,127.0,1.1,0,1
316,10.6,6.8,3.21,0.25,34.0,134.0,4.7,0,1
317,10.5,6.6,3.19,0.24,36.0,135.0,7.7,0,1
318,11.5,5.9,3.52,0.3,19.0,133.0,7.85,0,2
319,10.1,6.1,3.54,0.125,10.0,69.0,3.3,0,1
320,10.3,6.0,3.61,0.1,15.0,65.0,1.1,0,2
321,10.5,6.6,3.19,0.24,36.0,135.0,7.7,0,1
322,10.6,6.8,3.21,0.25,34.0,134.0,4.7,0,1
323,10.4,6.8,3.16,0.28,35.0,137.0,9.3,0,1
324,11.4,8.3,3.02,0.41,11.0,207.0,2.0,0,1
325,10.5,7.5,3.18,0.27,131.0,313.0,5.8,0,1
326,10.0,7.9,2.96,0.26,38.0,216.0,15.15,0,1
327,10.0,6.4,3.19,0.34,37.0,143.0,6.3,0,1
328,9.6,6.5,3.23,0.28,55.0,195.0,15.4,0,1
329,10.4,7.2,3.17,0.21,33.0,85.0,1.3,0,1
330,12.5,6.4,3.36,0.32,34.0,101.0,4.8,0,2
331,10.6,6.8,3.2,0.24,37.0,135.0,4.6,0,1
332,11.8,6.3,3.28,0.23,16.0,91.0,1.8,0,1
333,9.8,6.5,3.11,0.28,30.0,133.0,9.9,0,1
334,10.8,5.6,3.25,0.26,12.0,80.0,5.7,0,1
335,11.8,6.3,3.28,0.23,16.0,91.0,1.8,0,1
336,11.2,6.3,3.32,0.23,15.0,105.0,1.5,0,1
337,9.3,5.8,3.28,0.27,55.0,170.0,12.3,0,1
338,10.4,5.9,3.45,0.26,12.0,139.0,1.3,0,1
339,10.2,6.6,3.43,0.18,49.0,141.0,1.5,0,2
340,9.0,7.4,3.19,0.2,27.0,153.0,7.8,0,2
341,10.0,8.0,3.2,0.24,17.0,129.0,1.5,0,1
342,9.1,6.4,3.18,0.26,30.0,140.0,9.7,0,1
343,10.0,5.4,3.29,0.31,46.0,144.0,3.0,0,1
344,10.0,5.4,3.29,0.29,47.0,145.0,3.0,0,1
345,9.6,7.1,3.28,0.145,33.0,131.0,4.6,0,1
346,11.2,5.6,3.36,0.34,20.0,68.0,1.3,0,2
347,8.8,6.7,3.2,0.19,75.0,155.0,15.6,0,1
348,10.0,7.8,3.15,0.18,38.0,118.0,13.6,0,1
349,10.0,7.6,3.15,0.17,56.0,137.0,11.2,0,1
350,11.4,6.3,3.27,0.12,47.0,146.0,2.1,0,2
351,11.9,7.3,3.03,0.33,32.0,138.0,6.85,0,2
352,9.6,5.5,3.14,0.335,27.0,128.0,2.5,0,1
353,11.9,7.3,3.03,0.33,32.0,138.0,6.85,0,2
354,9.6,5.8,3.25,0.4,38.5,245.0,4.4,0,1
355,9.0,7.3,2.89,0.22,48.0,191.0,14.3,0,1
356,9.0,7.3,2.89,0.22,48.0,191.0,14.3,0,1
357,9.5,6.1,3.15,0.36,24.0,169.0,1.1,0,1
358,10.4,10.0,3.0,0.2,19.0,152.0,1.4,0,1
359,10.6,6.9,3.2,0.24,43.0,161.0,4.7,0,1
360,10.2,6.4,3.28,0.24,54.0,162.0,14.9,0,1
361,8.9,7.1,3.15,0.365,24.0,84.0,1.2,0,1
362,9.7,6.8,3.4,0.15,40.0,127.0,5.3,0,1
363,9.0,7.3,2.89,0.22,48.0,191.0,14.3,0,1
364,11.4,6.8,3.49,0.16,18.0,102.0,2.3,0,2
365,12.3,6.0,3.4,0.26,29.0,113.0,3.5,0,2
366,10.8,6.0,3.49,0.18,40.0,143.0,1.5,0,1
367,9.4,6.9,3.12,0.33,39.0,148.0,1.0,0,1
368,10.6,7.7,3.17,0.29,36.0,178.0,2.3,0,1
369,11.6,7.1,3.17,0.39,26.0,72.0,12.5,0,1
370,9.4,6.9,3.12,0.33,39.0,148.0,1.0,0,1
371,10.6,7.7,3.17,0.29,36.0,178.0,2.3,0,1
372,10.0,6.6,3.34,0.905,17.0,204.0,0.8,0,1
373,9.2,7.2,3.1,0.27,30.0,149.0,2.4,0,1
374,12.5,5.1,3.51,0.33,18.0,89.0,1.6,0,2
375,12.5,5.1,3.51,0.33,18.0,89.0,1.6,0,2
376,10.4,6.4,3.32,0.31,12.0,119.0,1.5,0,2
377,10.0,7.3,3.15,0.2,21.0,98.0,1.4,0,2
378,10.0,5.7,3.22,0.32,17.0,155.0,2.6,0,1
379,10.4,6.4,3.32,0.31,12.0,119.0,1.5,0,2
380,10.0,7.3,3.15,0.2,21.0,98.0,1.4,0,2
381,9.0,7.2,3.1,0.28,48.0,179.0,12.5,0,1
382,9.2,7.5,3.12,0.35,26.0,157.0,9.6,0,1
383,9.2,7.2,3.1,0.27,30.0,149.0,2.4,0,1
384,11.3,6.0,3.38,0.36,20.0,125.0,3.2,0,2
385,12.5,5.1,3.51,0.33,18.0,89.0,1.6,0,2
386,10.8,5.0,3.48,0.17,24.0,115.0,1.5,0,2
387,10.1,6.3,3.12,0.39,82.5,260.0,5.9,0,1
388,9.7,6.7,3.39,0.21,29.0,140.0,5.4,0,1
389,9.3,7.0,3.18,0.3,60.0,181.0,14.9,0,2
390,9.3,7.0,3.18,0.3,60.0,181.0,14.9,0,2
391,10.6,6.5,3.1,0.36,13.0,66.0,1.1,0,1
392,10.2,6.1,3.36,0.55,19.0,125.0,9.8,0,1
393,12.2,7.3,3.08,0.24,20.0,69.0,2.0,0,1
394,8.8,6.8,3.19,0.37,62.0,163.0,11.8,0,1
395,10.0,6.8,3.18,0.27,87.0,168.0,1.3,0,1
396,11.4,8.2,3.09,0.28,30.0,93.0,1.8,0,1
397,11.4,6.3,3.46,0.2,35.0,107.0,1.5,0,1
398,9.4,5.9,3.35,0.26,52.0,168.0,18.2,0,1
399,11.7,6.4,3.3,0.19,32.0,83.0,2.9,0,1
400,11.4,6.3,3.46,0.2,35.0,107.0,1.5,0,1
401,8.8,6.8,3.19,0.37,62.0,163.0,11.8,0,1
402,9.2,6.1,3.23,0.35,22.0,108.0,1.4,0,1
403,8.7,7.1,3.07,0.27,55.0,252.0,18.2,0,1
404,12.6,6.8,3.24,0.22,33.0,170.0,6.3,0,1
405,10.0,6.8,3.18,0.27,87.0,168.0,1.3,0,1
406,12.8,5.8,3.39,0.28,40.0,99.0,4.0,0,2
407,9.4,6.9,3.17,0.49,13.0,125.0,1.2,0,1
408,10.3,6.3,3.26,0.14,26.0,116.0,1.2,0,1
409,11.4,8.2,3.09,0.28,30.0,93.0,1.8,0,1
410,9.0,7.2,2.97,0.25,42.0,155.0,18.95,0,1
411,9.6,7.3,3.3,0.28,38.0,140.0,12.7,0,1
412,10.5,7.2,3.16,0.19,32.0,85.0,1.2,0,1
413,10.5,7.2,3.16,0.19,32.0,85.0,1.2,0,1
414,9.0,7.2,2.97,0.25,42.0,155.0,18.95,0,1
415,9.6,7.3,3.3,0.28,38.0,140.0,12.7,0,1
416,9.8,7.4,3.19,0.21,27.0,99.0,1.2,0,1
417,9.0,6.8,3.1,0.26,57.0,210.0,7.7,0,1
418,9.8,7.4,3.19,0.21,27.0,99.0,1.2,0,1
419,10.5,7.4,3.31,0.31,33.0,137.0,1.6,0,1
420,12.7,7.0,3.16,0.22,41.0,136.0,2.7,0,2
421,10.4,7.0,3.25,0.21,37.0,222.0,8.7,0,1
422,10.4,7.0,3.25,0.21,37.0,221.0,8.6,0,1
423,10.4,7.0,3.25,0.21,37.0,221.0,8.6,0,1
424,10.5,6.9,3.34,0.23,47.0,162.0,8.3,0,2
425,10.4,7.0,3.25,0.21,37.0,222.0,8.7,0,1
426,10.4,7.0,3.25,0.21,37.0,221.0,8.6,0,1
427,9.4,6.8,3.09,0.29,48.0,194.0,13.3,0,1
428,9.1,7.8,3.06,0.21,20.0,89.0,1.2,0,1
429,9.3,7.1,3.1,0.31,54.0,197.0,13.6,0,1
430,9.4,6.8,3.09,0.29,48.0,194.0,13.3,0,1
431,9.8,6.4,3.21,0.34,19.0,84.0,1.1,0,1
432,9.9,7.4,3.18,0.155,73.5,214.0,2.3,0,2
433,9.2,7.2,3.07,0.55,16.0,151.0,1.5,0,0
434,12.1,7.0,3.35,0.23,31.0,104.0,7.1,0,2
435,12.2,6.9,3.38,0.2,24.0,97.0,6.2,0,2
436,9.8,6.1,3.27,0.28,23.0,218.5,2.5,0,1
437,12.4,6.6,3.35,0.16,49.0,186.0,1.4,0,2
438,9.9,7.4,3.18,0.155,73.5,214.0,2.3,0,2
439,9.2,6.2,3.26,0.35,23.0,108.0,1.2,0,1
440,11.6,6.7,3.29,0.22,24.0,102.0,1.6,0,2
441,10.4,6.1,3.3,0.38,25.0,137.0,6.6,0,1
442,12.9,6.0,3.43,0.25,54.0,126.0,2.2,0,2
443,9.3,6.6,3.26,0.52,54.0,245.0,12.2,0,1
444,11.0,6.9,3.2,0.24,40.0,139.0,20.8,0,1
445,11.5,7.1,3.24,0.32,16.0,66.0,11.0,0,0
446,12.4,5.8,3.53,0.28,30.0,156.0,2.6,0,1
447,9.8,6.5,3.44,0.41,24.0,113.0,14.0,0,1
448,9.8,6.5,3.44,0.41,24.0,113.0,14.0,0,1
449,10.5,6.4,3.48,0.28,34.0,127.0,1.6,0,2
450,9.1,7.2,3.03,0.6,21.0,174.0,9.9,0,1
451,10.1,6.1,3.24,0.2,34.0,128.0,1.2,0,1
452,10.6,5.9,3.46,0.46,27.0,160.0,2.7,0,2
453,10.5,6.0,3.41,0.27,32.0,113.0,1.6,0,2
454,10.5,6.4,3.48,0.28,34.0,127.0,1.6,0,2
455,9.8,6.4,3.44,0.41,24.0,113.0,14.0,0,1
456,12.9,6.3,3.3,0.23,11.0,82.0,1.5,0,2
457,9.5,7.1,2.95,0.21,26.0,111.0,8.6,0,1
458,9.8,6.0,3.29,0.37,31.0,218.5,1.0,0,1
459,8.5,6.1,3.37,0.43,83.0,249.0,9.1,0,1
460,9.5,7.1,2.95,0.21,26.0,111.0,8.6,0,1
461,9.3,7.0,3.22,0.25,40.0,171.0,15.2,0,1
462,9.5,5.9,3.35,0.25,50.0,162.0,12.4,0,1
463,9.4,6.8,3.17,0.32,15.0,68.0,2.2,0,1
464,8.7,7.2,3.16,0.39,66.0,178.0,11.0,0,1
465,8.9,6.3,2.95,0.21,34.0,126.0,10.0,0,1
466,9.4,7.0,3.22,0.14,54.0,141.0,9.0,0,1
467,9.4,6.8,3.17,0.32,15.0,68.0,2.2,0,1
468,8.7,7.2,3.16,0.39,66.0,178.0,11.0,0,1
469,9.6,7.2,3.09,0.29,59.0,182.0,18.15,0,1
470,9.3,8.6,3.0,0.37,21.0,158.0,12.15,0,1
471,10.0,6.5,3.14,0.38,34.0,200.0,3.4,0,1
472,12.5,6.6,3.25,0.24,19.0,86.0,2.0,0,1
473,9.6,7.0,3.36,0.17,34.0,132.0,4.8,0,2
474,9.4,5.5,3.24,0.16,30.0,102.0,4.5,0,1
475,9.5,7.0,3.03,0.24,55.0,227.0,11.0,0,1
476,12.4,7.4,2.99,0.28,42.0,105.0,1.1,0,2
477,10.5,7.0,3.11,0.22,29.0,115.0,1.5,0,1
478,9.2,7.1,2.97,0.55,21.0,165.0,1.7,0,1
479,10.4,6.3,3.32,0.22,67.0,164.0,1.7,0,1
480,9.2,6.7,3.22,0.47,31.0,172.0,8.9,0,1
481,10.6,5.9,3.33,0.36,45.0,104.0,1.3,0,1
482,9.5,5.8,3.34,0.25,41.0,137.0,13.3,0,1
483,9.2,6.7,3.22,0.47,31.0,172.0,8.9,0,1
484,9.6,6.2,3.29,0.37,79.0,200.0,6.6,0,1
485,9.7,6.2,3.47,0.18,36.0,117.0,1.5,0,1
486,9.7,6.0,3.46,0.16,43.0,117.0,1.5,0,1
487,10.7,6.6,3.1,0.34,32.0,90.0,1.3,0,1
488,10.5,7.4,3.34,0.29,53.0,180.0,1.6,0,1
489,8.9,7.4,3.13,0.26,52.0,177.0,7.6,0,1
490,12.1,7.0,3.09,0.28,8.0,70.0,1.0,0,1
491,12.7,7.1,3.25,0.23,12.0,65.0,1.6,0,2
492,9.9,7.8,3.18,0.19,42.0,182.0,8.9,0,1
493,11.4,6.3,3.2,0.19,28.0,158.0,1.8,0,1
494,10.7,6.8,3.37,0.2,27.0,103.0,4.7,0,1
495,12.5,5.7,3.33,0.44,28.0,173.0,7.0,0,1
496,8.6,7.2,3.08,0.4,70.0,189.0,10.8,0,0
497,12.5,6.8,3.29,0.23,43.0,147.0,1.6,0,1
498,10.0,5.7,3.27,0.335,13.0,174.0,1.0,0,1
499,8.6,7.2,3.08,0.4,70.0,189.0,10.8,0,0
500,9.5,7.2,3.08,0.28,54.0,200.0,16.7,0,1
501,9.6,6.8,3.12,0.19,51.0,164.0,14.2,0,1
502,9.9,6.4,3.2,0.3,8.0,210.0,2.25,0,1
503,9.9,6.5,3.19,0.3,8.0,210.0,2.25,0,1
504,8.9,7.8,3.06,0.18,46.0,140.0,12.2,0,1
505,8.9,7.8,3.06,0.18,46.0,140.0,12.2,0,1
506,8.8,7.3,3.01,0.51,7.0,135.0,3.3,0,1
507,10.0,6.0,3.64,0.24,40.0,170.0,1.9,0,2
508,12.0,5.9,3.44,0.62,55.0,152.0,3.5,0,1
509,10.0,6.0,3.64,0.24,40.0,170.0,1.9,0,2
510,10.0,6.7,3.21,0.27,62.0,138.0,1.3,0,1
511,12.1,7.8,3.11,0.34,8.0,167.0,1.8,0,1
512,11.0,7.3,3.16,0.26,31.0,141.0,5.2,0,1
513,11.2,7.4,3.21,0.36,27.0,55.0,1.4,0,1
514,10.3,7.8,3.17,0.28,34.0,115.0,9.0,0,2
515,10.4,6.1,3.37,0.31,28.0,167.0,2.2,0,1
516,9.1,6.8,3.08,0.18,47.0,154.0,1.6,0,1
517,10.4,7.4,3.0,0.15,49.0,154.0,1.7,0,1
518,10.8,5.9,3.43,0.13,20.0,78.0,1.9,0,1
519,11.7,7.2,3.19,0.34,7.0,41.0,12.6,0,1
520,9.8,7.9,3.05,0.19,8.0,143.0,2.1,0,1
521,9.8,7.9,3.05,0.19,8.0,143.0,2.1,0,1
522,11.4,6.9,3.03,0.25,22.0,101.0,1.3,0,1
523,11.2,5.8,3.03,0.36,22.0,96.0,1.7,0,1
524,11.4,5.6,3.37,0.35,6.0,72.0,1.0,0,1
525,9.2,5.9,3.09,0.32,24.0,140.0,3.3,0,1
526,12.5,7.2,3.04,0.31,3.0,29.0,5.0,0,0
527,12.6,6.1,3.36,0.28,32.0,116.0,1.8,0,1
528,12.2,5.2,3.44,0.36,24.0,104.0,1.6,0,1
529,11.2,5.6,3.56,0.19,19.0,112.0,4.5,0,1
530,9.7,6.4,3.43,0.1,31.0,103.0,4.9,0,1
531,9.3,6.4,3.06,0.18,64.0,150.0,4.0,0,1
532,9.0,7.4,3.01,0.25,53.0,178.0,13.2,0,1
533,9.0,7.4,3.01,0.25,53.0,178.0,13.2,0,1
534,9.0,7.4,3.01,0.25,53.0,178.0,13.2,0,1
535,9.1,7.9,3.09,0.345,54.0,171.0,15.3,0,1
536,9.1,7.9,3.09,0.345,54.0,171.0,15.3,0,1
537,9.0,7.4,3.01,0.25,53.0,178.0,13.2,0,1
538,10.4,6.1,3.31,0.24,22.0,61.0,1.5,0,1
539,9.5,6.8,3.37,0.25,41.0,211.0,4.55,0,1
540,11.4,6.7,3.46,0.31,10.0,175.0,9.9,0,0
541,8.7,7.2,3.16,0.46,76.0,192.0,10.4,0,1
542,9.9,5.5,3.34,0.35,14.0,167.0,1.1,0,1
543,9.9,6.7,3.22,0.24,29.0,148.0,8.7,0,1
544,9.0,6.8,3.21,0.28,49.0,162.0,13.9,0,1
545,10.0,6.4,3.49,0.16,41.0,149.0,1.4,0,1
546,9.7,6.3,3.49,0.26,38.0,172.0,7.2,0,1
547,11.8,7.7,3.3,0.22,10.0,87.0,1.9,0,1
548,10.2,6.5,3.49,0.18,30.0,127.0,1.7,0,2
549,8.7,7.2,3.16,0.46,76.0,192.0,10.4,0,1
550,9.6,7.0,3.07,0.3,40.0,168.0,13.6,0,2
551,11.3,9.2,2.93,0.25,31.0,93.0,1.2,0,2
552,12.1,7.8,3.0,0.28,32.0,118.0,1.6,0,2
553,9.6,7.0,3.07,0.3,40.0,168.0,13.6,0,2
554,12.1,7.8,3.0,0.28,32.0,118.0,1.6,0,2
555,11.3,9.2,2.93,0.25,31.0,93.0,1.2,0,2
556,9.4,8.4,2.98,0.35,22.0,160.0,12.2,0,1
557,10.4,6.1,3.32,0.41,16.0,137.0,1.6,0,1
558,9.5,5.9,3.25,0.21,53.0,165.0,12.1,0,1
559,12.3,7.2,3.01,0.34,51.0,144.0,4.2,0,1
560,9.9,6.7,3.12,0.21,31.0,150.0,9.1,0,2
561,10.1,5.9,3.24,0.37,39.0,128.0,1.6,0,1
562,9.2,7.7,3.09,0.34,39.0,184.0,8.8,0,1
563,10.4,7.4,3.08,0.3,16.0,135.0,1.4,0,2
564,9.1,6.8,3.2,0.51,38.0,165.0,4.2,0,1
565,10.0,7.8,3.12,0.22,28.0,99.0,10.3,0,1
566,11.5,7.2,3.13,0.35,6.0,37.0,12.4,0,1
567,9.8,6.0,3.08,0.26,59.0,153.0,2.2,0,1
568,9.8,6.1,3.08,0.26,61.0,154.0,2.2,0,1
569,9.4,6.5,3.19,0.28,44.0,179.0,5.2,0,1
570,8.7,7.4,3.05,0.41,77.0,194.0,10.8,0,1
571,11.6,6.5,3.32,0.28,26.0,107.0,2.7,0,2
572,8.8,6.7,3.04,0.34,44.0,181.0,16.3,0,1
573,12.7,7.2,3.16,0.2,49.0,151.0,2.7,0,2
574,11.7,7.4,3.17,0.2,39.0,138.0,1.9,0,2
575,10.2,8.2,3.13,0.22,47.0,185.0,1.8,0,1
576,10.2,8.2,3.13,0.23,47.0,187.0,1.8,0,1
577,12.7,7.1,3.15,0.22,48.0,153.0,2.8,0,2
578,11.6,6.5,3.32,0.28,26.0,107.0,2.7,0,2
579,12.3,6.0,3.38,0.38,42.0,134.0,6.0,0,2
580,8.7,7.4,3.05,0.41,77.0,194.0,10.8,0,1
581,9.4,5.7,3.35,0.18,25.0,111.0,4.2,0,1
582,10.1,7.3,3.13,0.3,44.0,168.0,6.4,0,1
583,9.7,7.4,2.86,0.24,26.0,81.0,10.7,0,1
584,10.1,6.6,3.42,0.25,32.0,134.0,1.6,0,2
585,9.7,7.4,2.86,0.24,26.0,81.0,10.7,0,1
586,8.9,7.4,3.13,0.26,38.0,157.0,7.9,0,1
587,10.8,6.1,3.47,0.32,37.0,136.0,1.7,0,2
588,10.8,6.9,3.42,0.28,42.0,121.0,2.1,0,2
589,9.5,7.0,3.19,0.23,25.0,136.0,5.8,0,1
590,9.1,7.1,2.94,0.31,6.0,148.0,14.5,0,1
591,10.9,7.3,3.32,0.2,48.0,119.0,1.2,0,1
592,9.4,6.9,3.2,0.41,28.0,152.0,10.1,0,1
593,10.8,6.4,2.97,0.45,10.0,131.0,1.1,0,1
594,10.8,6.4,2.97,0.475,9.0,131.0,1.0,0,1
595,10.5,6.3,3.45,0.27,7.0,140.0,0.9,0,2
596,9.4,6.9,3.2,0.41,28.0,152.0,10.1,0,1
597,10.8,7.0,3.17,0.29,26.0,127.0,4.9,0,1
598,10.5,5.9,3.35,0.27,31.0,115.0,11.4,0,2
599,11.5,6.9,3.08,0.19,14.0,55.0,1.4,0,2
600,9.4,6.7,3.11,0.3,36.0,160.0,1.4,0,1
601,10.8,7.2,2.88,0.24,31.0,106.0,1.4,0,1
602,10.8,6.4,2.97,0.45,10.0,131.0,1.1,0,1
603,10.8,6.4,2.97,0.475,9.0,131.0,1.0,0,1
604,9.8,6.3,2.99,0.26,34.0,134.0,1.5,0,1
605,9.8,6.3,2.99,0.26,34.0,134.0,1.5,0,1
606,9.6,7.3,3.43,0.25,38.0,158.0,7.5,0,1
607,9.6,7.3,3.43,0.25,38.0,158.0,7.5,0,1
608,9.5,6.1,3.34,0.28,48.0,161.0,17.75,0,1
609,10.7,7.4,3.48,0.37,12.0,94.0,5.7,0,1
610,12.4,6.5,3.25,0.36,29.0,119.0,3.2,0,2
611,11.1,7.4,3.09,0.24,9.0,95.0,4.3,0,1
